timestamp, accx, accy, accz, gyrox, gyroy, gyroz, laccx, laccy, laccz, gravx, gravy, gravz, magfieldx, magfieldy, magfieldz, anglex, angley, anglez, rot0, rot1, rot2, rot3, rot4, rot5, rot6, rot7, rot8, speedgps, latgps, longps, altgps, accgps
153688656,0.038307227,0.19153613,10.563218,0.0010652969,0.0042611877,0.0010652969,0.0092691295,-0.034284085,0.75921154,0.029038098,0.22582021,9.804007,8.375,57.125,-83.3125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.82222135,-96.69717512,354.0,10.0
153688657,0.038307227,0.19153613,10.563218,0.0010652969,0.009587673,-0.0010652969,0.0092691295,-0.034284085,0.75921154,0.029038098,0.22582021,9.804007,8.375,57.125,-83.3125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.82222135,-96.69717512,354.0,10.0
153688660,0.038307227,0.19153613,10.563218,0.0031958907,0.0085223755,0.0010652969,0.0092691295,-0.034284085,0.75921154,0.029038098,0.22582021,9.804007,8.375,57.125,-83.3125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.82222135,-96.69717512,354.0,10.0
153688668,0.009576807,0.25857377,10.43872,0.0031958907,0.0085223755,0.0010652969,0.0092691295,-0.034284085,0.75921154,0.029038098,0.22582021,9.804007,8.375,57.125,-83.3125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.82222135,-96.69717512,354.0,10.0
153688668,0.009576807,0.25857377,10.43872,0.0031958907,0.0085223755,0.0010652969,0.0092691295,-0.034284085,0.75921154,0.0282307,0.22634701,9.803997,8.375,57.125,-83.3125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.82222135,-96.69717512,354.0,10.0
153688668,0.009576807,0.25857377,10.43872,0.0031958907,0.0085223755,0.0010652969,-0.018653894,0.032226756,0.6347227,0.0282307,0.22634701,9.803997,8.375,57.125,-83.3125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.82222135,-96.69717512,354.0,10.0
153688669,0.009576807,0.25857377,10.43872,-0.0031958907,-0.0031958907,0.0010652969,-0.018653894,0.032226756,0.6347227,0.0282307,0.22634701,9.803997,8.375,57.125,-83.3125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.82222135,-96.69717512,354.0,10.0
153688671,0.009576807,0.25857377,10.43872,-0.0031958907,-0.0031958907,0.0010652969,-0.018653894,0.032226756,0.6347227,0.0282307,0.22634701,9.803997,8.125,57.0,-83.5625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.82222135,-96.69717512,354.0,10.0
153688675,0.019153614,0.19153613,10.515334,-0.0031958907,-0.0031958907,0.0010652969,-0.018653894,0.032226756,0.6347227,0.0282307,0.22634701,9.803997,8.125,57.0,-83.5625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.82222135,-96.69717512,354.0,10.0
153688675,0.019153614,0.19153613,10.515334,-0.0031958907,-0.0031958907,0.0010652969,-0.018653894,0.032226756,0.6347227,0.028426848,0.22591163,9.804007,8.125,57.0,-83.5625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.82222135,-96.69717512,354.0,10.0
153688675,0.019153614,0.19153613,10.515334,-0.0031958907,-0.0031958907,0.0010652969,-0.009273235,-0.034375504,0.71132755,0.028426848,0.22591163,9.804007,8.125,57.0,-83.5625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.82222135,-96.69717512,354.0,10.0
153688676,0.019153614,0.19153613,10.515334,0.0010652969,-0.0031958907,0.0021305939,-0.009273235,-0.034375504,0.71132755,0.028426848,0.22591163,9.804007,8.125,57.0,-83.5625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.82222135,-96.69717512,354.0,10.0
